frame,timestamp,ear_right_top_x,ear_right_top_y,ear_right_top_likelihood,ear_right_inner_x,ear_right_inner_y,ear_right_inner_likelihood,ear_right_base_x,ear_right_base_y,ear_right_base_likelihood,ear_left_top_x,ear_left_top_y,ear_left_top_likelihood,ear_left_inner_x,ear_left_inner_y,ear_left_inner_likelihood,ear_left_base_x,ear_left_base_y,ear_left_base_likelihood,forehead_left_x,forehead_left_y,forehead_left_likelihood,forehead_center_x,forehead_center_y,forehead_center_likelihood,forehead_right_x,forehead_right_y,forehead_right_likelihood,glabella_x,glabella_y,glabella_likelihood,eye_right_top_x,eye_right_top_y,eye_right_top_likelihood,eye_right_inner_x,eye_right_inner_y,eye_right_inner_likelihood,eye_right_bottom_x,eye_right_bottom_y,eye_right_bottom_likelihood,eye_right_outer_x,eye_right_outer_y,eye_right_outer_likelihood,eye_right_center_x,eye_right_center_y,eye_right_center_likelihood,eye_right_lower_x,eye_right_lower_y,eye_right_lower_likelihood,eye_right_upper_x,eye_right_upper_y,eye_right_upper_likelihood,eye_right_outerlower_x,eye_right_outerlower_y,eye_right_outerlower_likelihood,eye_left_top_x,eye_left_top_y,eye_left_top_likelihood,eye_left_inner_x,eye_left_inner_y,eye_left_inner_likelihood,eye_left_bottom_x,eye_left_bottom_y,eye_left_bottom_likelihood,eye_left_outer_x,eye_left_outer_y,eye_left_outer_likelihood,eye_left_center_x,eye_left_center_y,eye_left_center_likelihood,eye_left_lower_x,eye_left_lower_y,eye_left_lower_likelihood,eye_left_upper_x,eye_left_upper_y,eye_left_upper_likelihood,eye_left_outerlower_x,eye_left_outerlower_y,eye_left_outerlower_likelihood,nose_bridge_x,nose_bridge_y,nose_bridge_likelihood,nose_tip_x,nose_tip_y,nose_tip_likelihood,nose_left_x,nose_left_y,nose_left_likelihood,nose_right_x,nose_right_y,nose_right_likelihood,philtrum_x,philtrum_y,philtrum_likelihood,mouth_outer_left_x,mouth_outer_left_y,mouth_outer_left_likelihood,mouth_outer_right_x,mouth_outer_right_y,mouth_outer_right_likelihood,mouth_outer_upper_x,mouth_outer_upper_y,mouth_outer_upper_likelihood,mouth_outer_lower_x,mouth_outer_lower_y,mouth_outer_lower_likelihood,mouth_inner_left_x,mouth_inner_left_y,mouth_inner_left_likelihood,mouth_inner_right_x,mouth_inner_right_y,mouth_inner_right_likelihood,mouth_inner_upper_x,mouth_inner_upper_y,mouth_inner_upper_likelihood,mouth_inner_lower_x,mouth_inner_lower_y,mouth_inner_lower_likelihood,chin_tip_x,chin_tip_y,chin_tip_likelihood,cheek_right_upper_x,cheek_right_upper_y,cheek_right_upper_likelihood,cheek_right_lower_x,cheek_right_lower_y,cheek_right_lower_likelihood,cheek_left_upper_x,cheek_left_upper_y,cheek_left_upper_likelihood,cheek_left_lower_x,cheek_left_lower_y,cheek_left_lower_likelihood,contour_right1_x,contour_right1_y,contour_right1_likelihood,contour_right2_x,contour_right2_y,contour_right2_likelihood,contour_right3_x,contour_right3_y,contour_right3_likelihood,contour_left1_x,contour_left1_y,contour_left1_likelihood,contour_left2_x,contour_left2_y,contour_left2_likelihood,contour_left3_x,contour_left3_y,contour_left3_likelihood,ribbon_center_x,ribbon_center_y,ribbon_center_likelihood,ribbon_right_top_x,ribbon_right_top_y,ribbon_right_top_likelihood,ribbon_right_bottom_x,ribbon_right_bottom_y,ribbon_right_bottom_likelihood,ribbon_left_top_x,ribbon_left_top_y,ribbon_left_top_likelihood,ribbon_left_bottom_x,ribbon_left_bottom_y,ribbon_left_bottom_likelihood,head_top_x,head_top_y,head_top_likelihood
837,33.480000,87.324362,489.464008,0.170078,650.067411,137.522573,0.325517,551.995874,598.246244,0.047595,151.927784,637.536723,0.928239,46.993559,310.562959,0.808882,334.386863,52.421479,0.376116,643.588285,497.579450,0.084212,398.612901,12.886754,0.061147,359.936187,676.980797,0.320063,514.824122,473.345544,0.939627,179.494809,522.341202,0.772783,241.089987,547.632282,0.006360,629.185972,381.088352,0.406452,416.122544,587.146855,0.271962,14.471367,341.216703,0.929646,422.852775,561.977159,0.063868,667.462736,151.934829,0.610219,220.725912,44.640594,0.452233,266.871191,54.967243,0.941174,577.375272,616.633984,0.741629,235.897706,354.212441,0.125592,219.371011,486.298212,0.262784,400.033682,461.099416,0.924114,546.746654,219.376164,0.995267,657.132366,253.980432,0.983623,296.845431,8.932156,0.300823,293.372811,467.209520,0.166422,45.366122,281.886925,0.967929,150.059525,217.885087,0.815616,190.505065,19.486188,0.954456,29.681751,386.685684,0.115184,269.818293,606.996519,0.915573,103.222944,405.777852,0.319773,4.997085,384.091622,0.766357,190.896461,713.494325,0.975638,28.085197,124.921524,0.032534,575.488294,653.668705,0.292547,446.382501,306.771170,0.777781,476.169733,579.566647,0.470727,311.694464,427.693292,0.428034,546.506494,49.120348,0.212515,93.822318,696.880416,0.302975,522.056317,99.435956,0.005183,133.293136,560.545448,0.359525,696.872971,652.389401,0.895254,18.698758,465.484651,0.709919,384.626878,62.508584,0.120401,490.140191,686.055089,0.375454,76.882719,148.624238,0.702791,297.578731,197.739673,0.879098,527.458700,448.460663,0.406310,160.775300,326.716211,0.294038,523.063266,316.265757,0.220885,234.284450,164.097539,0.827409,308.545183,668.882267,0.641727,100.037209,683.172114,0.193707
838,33.520000,246.332544,673.124921,0.521127,52.447903,216.207087,0.519839,390.463197,514.645729,0.927701,648.891487,611.475175,0.512333,198.503988,321.007448,0.730918,403.985689,683.598055,0.022890,84.556608,163.381044,0.867121,158.642254,87.226450,0.867301,273.765990,84.894081,0.719169,88.805488,652.283781,0.973156,509.910384,99.638865,0.713040,712.936736,585.033386,0.023392,478.362648,295.534445,0.020262,153.215443,309.601210,0.375014,240.826582,78.915741,0.864893,430.312631,262.610318,0.946345,370.939242,282.465400,0.693921,100.374668,179.463181,0.776450,695.360902,341.683229,0.375631,379.484567,199.152016,0.424935,660.953215,81.796180,0.926047,498.909251,25.445986,0.080354,309.199797,542.344088,0.522708,465.173087,410.303626,0.286269,110.941793,710.100695,0.047695,437.520262,682.407512,0.841447,47.943192,2.237348,0.543353,58.328902,242.975806,0.450796,470.196615,21.621206,0.774663,275.715089,342.800241,0.570318,129.708823,647.483518,0.481316,313.911211,648.162092,0.902511,324.342483,700.537826,0.744193,193.556527,2.679590,0.140086,375.188547,593.273102,0.081166,328.332868,341.065386,0.777013,490.211140,562.004788,0.892344,130.555156,587.229518,0.594123,682.057051,255.674766,0.172279,617.599042,562.385331,0.557458,228.536857,499.887054,0.745233,543.026732,139.069752,0.373107,233.890707,356.596464,0.641961,695.217779,240.707569,0.306099,451.996345,265.143946,0.065565,112.011652,331.722297,0.233117,182.283469,497.243158,0.867725,544.407649,383.730939,0.909348,523.543014,276.913189,0.919488,105.035311,713.325605,0.695270,6.888459,645.513680,0.097714,266.669583,204.214407,0.161572,583.266265,380.137788,0.474670,123.478674,271.952296,0.060225,266.889273,475.241355,0.920202,445.137329,432.639798,0.527035
839,33.560000,573.713847,670.050988,0.714713,193.897941,69.903222,0.065775,99.905320,623.524566,0.235398,388.683552,612.697433,0.349134,395.986967,202.397860,0.006367,511.056141,249.893757,0.425103,515.186056,354.492987,0.219165,314.198034,426.811707,0.181650,68.515789,170.695201,0.953461,578.075453,257.788039,0.858072,159.763775,523.460276,0.828694,428.727602,702.866158,0.546616,575.521246,205.990005,0.699071,193.184154,182.103144,0.123741,421.699738,653.710809,0.795836,362.066158,102.425113,0.152988,271.595878,230.966347,0.023166,495.874978,268.479641,0.529085,615.472934,714.962459,0.413859,288.223975,562.525741,0.954555,176.468802,407.221586,0.746614,580.395778,696.584763,0.790349,37.007616,716.526669,0.538358,6.614906,403.955554,0.003028,705.014243,368.293966,0.964578,288.144617,48.616086,0.565305,590.642527,217.017726,0.507793,604.510101,436.501577,0.359919,679.236500,138.017810,0.429458,296.430301,488.759550,0.934296,414.713315,536.029096,0.009257,303.690499,394.602197,0.821206,456.914189,558.889791,0.630090,521.458922,530.271479,0.372101,379.532740,185.899923,0.347195,461.289036,326.138396,0.606675,579.906288,323.166319,0.275414,137.515091,241.478968,0.356447,203.136804,712.919513,0.219118,195.751237,338.042037,0.496906,491.649995,286.643155,0.494216,664.556616,664.894459,0.331253,447.732258,533.397876,0.337760,494.430278,653.202117,0.076824,365.400060,436.148048,0.970358,45.874089,132.282991,0.497935,129.130680,567.875614,0.521164,656.649277,366.789004,0.610774,324.833962,244.477318,0.864749,645.332306,514.163527,0.416845,329.055326,154.479706,0.296394,553.443981,303.986729,0.764935,657.173816,157.609577,0.557502,25.567470,69.765016,0.099340,504.542194,515.586798,0.760668,513.383078,425.860444,0.609931
840,33.600000,110.675492,27.472328,0.373381,695.098608,595.681208,0.568735,234.585628,283.887878,0.878361,322.016288,347.855464,0.691507,95.879763,65.518467,0.735886,522.152173,21.682529,0.732224,327.948258,383.895776,0.076427,559.917509,10.821198,0.577255,189.563641,376.151182,0.564514,432.595698,309.586480,0.808824,212.140918,251.926738,0.820245,86.457545,103.748986,0.348113,331.885682,552.986800,0.055874,103.649700,568.699931,0.918545,274.207742,251.206866,0.617101,379.741874,208.461520,0.872220,675.207464,561.439958,0.815283,514.906336,473.450330,0.611552,188.076897,102.838870,0.857828,580.178729,640.676305,0.477080,365.661069,624.506152,0.119855,164.512836,664.155862,0.507770,92.529205,126.268159,0.047546,416.869848,567.009610,0.601442,552.543419,543.442708,0.377415,718.871489,383.936597,0.577936,680.039331,472.675793,0.769861,288.830144,11.272150,0.590909,219.320236,314.085718,0.494733,628.161437,335.493995,0.922797,233.849554,95.550573,0.737684,180.462693,400.572287,0.104355,263.835901,224.437858,0.262379,690.740630,370.048428,0.476489,174.893054,596.755629,0.366965,338.556395,563.125888,0.436062,646.529838,367.729098,0.394641,9.105426,533.269228,0.761809,165.329739,361.732061,0.218010,206.561909,529.507923,0.959690,519.076473,413.504125,0.322632,141.553300,357.876223,0.930706,16.356186,203.855639,0.265689,130.276328,566.824174,0.096715,519.515153,67.832350,0.846585,330.489254,107.373531,0.535854,225.829915,471.070092,0.765780,609.172355,552.558143,0.484439,70.523451,359.125204,0.141714,500.713279,504.655363,0.143308,53.402039,500.120792,0.953199,367.716973,392.718696,0.086355,624.531784,575.514594,0.203537,253.829472,336.744127,0.844786,71.296274,233.191194,0.374002,576.029240,562.606606,0.818702
841,33.640000,517.601100,684.153987,0.460977,360.591115,351.913288,0.818529,342.602287,596.156741,0.161763,121.921847,442.669485,0.063774,303.068615,384.248793,0.960935,188.601576,36.124226,0.337071,66.522055,667.942787,0.482538,563.062619,523.172997,0.851257,485.409926,563.546846,0.052471,10.497251,664.068111,0.261842,245.059940,129.121437,0.889171,696.385036,24.351636,0.441039,503.156012,342.807737,0.906297,145.821783,683.318223,0.911173,23.797888,696.002805,0.683093,178.174880,197.634681,0.227840,596.446458,566.011325,0.429662,206.393083,99.839845,0.510487,585.373218,28.018066,0.025584,327.609934,58.661724,0.475807,386.262314,222.379534,0.679966,669.474772,580.141705,0.362057,662.754568,456.354633,0.352935,511.117050,235.125921,0.081467,605.097973,21.208125,0.830307,367.175370,199.705107,0.380507,581.956519,229.170087,0.238138,365.587903,570.797870,0.230696,288.660632,132.356834,0.115862,50.116636,110.752189,0.364894,301.284369,617.856248,0.665215,565.719409,227.390362,0.486583,646.636731,479.446131,0.933514,345.518111,158.785779,0.367594,45.003178,45.962626,0.035204,534.823857,539.306295,0.414972,28.687259,18.415114,0.327000,515.658923,704.211496,0.775987,596.649936,592.304423,0.832642,348.067211,51.383493,0.927677,470.400776,8.338346,0.870579,265.120997,646.149717,0.612617,510.623603,106.949826,0.792351,650.143928,586.549530,0.626818,261.741635,459.609044,0.911024,624.339175,313.417702,0.755880,683.619123,317.796546,0.453332,668.908801,226.784646,0.173449,624.862879,578.865836,0.418424,54.675208,598.676213,0.552885,131.716485,436.431531,0.853159,517.628649,12.111278,0.331750,224.891482,700.500522,0.844687,72.064291,360.924956,0.870766,712.937008,430.661054,0.040053,339.514473,388.067392,0.323941
842,33.680000,74.491070,148.291943,0.977489,610.079360,365.060634,0.288855,179.927955,617.156322,0.322975,157.471103,718.717575,0.205690,331.936818,35.059433,0.987223,249.927047,641.165877,0.629962,695.490283,361.118459,0.800948,509.275377,538.626967,0.570678,431.540664,262.936765,0.257836,3.501844,426.650600,0.456062,144.838816,577.918474,0.905958,684.086781,180.792898,0.474158,637.179084,212.891980,0.285838,279.840675,553.514884,0.430574,310.299376,580.931751,0.426550,571.883744,567.691538,0.859708,88.910055,551.382878,0.781904,302.844662,713.642222,0.466828,195.612824,295.884236,0.990987,118.064465,61.507602,0.091951,99.615550,714.453001,0.388762,69.950006,88.071883,0.048499,693.183626,246.095001,0.565642,77.448524,139.428879,0.439885,418.216583,211.191343,0.922231,671.922679,44.496395,0.318477,408.835613,69.553882,0.556234,47.714895,537.231029,0.360874,81.535752,105.691417,0.914813,112.147045,278.684610,0.635390,475.266181,436.236738,0.951608,656.871349,407.310696,0.191350,417.124960,286.540629,0.568532,651.114549,243.805080,0.234852,620.045602,699.947746,0.472987,674.827438,108.207955,0.345914,449.826558,542.373382,0.189062,275.027547,361.546574,0.495024,654.689574,385.485982,0.245186,357.898077,640.024926,0.880533,275.957594,297.915086,0.827973,605.950682,15.336717,0.151999,693.688755,265.101759,0.275674,332.448521,97.246594,0.513400,371.016188,684.599929,0.773835,129.294720,38.700103,0.544288,142.176632,275.589236,0.099975,141.733644,273.968889,0.071023,365.705810,445.038262,0.296970,541.456181,499.794332,0.766002,227.814029,237.539575,0.614276,543.932580,218.243395,0.239142,265.259839,298.528563,0.258992,65.489819,419.088042,0.752536,534.984338,355.538471,0.984078,633.173859,21.665676,0.093101
843,33.720000,452.977549,273.442758,0.152903,88.411370,350.768004,0.712976,614.125298,707.109071,0.833989,613.063311,675.906748,0.720293,114.265805,182.460669,0.824622,43.455634,510.633113,0.315926,47.747967,112.719844,0.981900,290.133046,638.315552,0.883214,491.043456,524.317506,0.638634,130.531073,682.516618,0.143417,587.328294,43.793758,0.658050,466.581943,348.079950,0.729784,504.135809,107.132636,0.278894,391.142700,196.527018,0.255020,0.070564,177.567932,0.238670,653.086604,316.812626,0.882269,652.179243,393.152175,0.613285,630.776683,466.507007,0.285508,71.972202,498.036816,0.589829,637.359928,621.069731,0.310909,665.452576,452.535472,0.506396,503.959978,83.973242,0.843005,108.727578,440.932239,0.306850,431.708948,706.659276,0.300039,121.319763,19.648996,0.990461,622.217528,229.602830,0.651424,615.336410,135.187818,0.156556,105.869766,391.006193,0.527728,220.730433,171.014275,0.145459,282.124963,385.328396,0.675188,133.891222,211.909745,0.402489,272.464322,171.592728,0.897815,689.141652,52.031003,0.524611,280.390940,268.619817,0.442771,714.250618,546.463421,0.908108,31.298008,111.948876,0.047878,669.508858,149.729132,0.517893,40.700234,28.721531,0.157356,296.474015,424.122063,0.505758,576.266909,118.770597,0.584433,515.306905,508.789918,0.947626,255.417989,72.132046,0.149205,388.233766,310.926978,0.393230,630.874832,630.085631,0.785039,17.736111,311.302962,0.122013,415.703297,523.482841,0.627187,594.912669,113.300835,0.201481,275.973195,276.305704,0.688664,195.068994,710.026674,0.468548,12.097419,299.116724,0.452669,208.420833,112.324481,0.511979,171.487217,618.093691,0.087714,55.220327,230.988282,0.669567,441.763471,210.946883,0.734989,544.678780,471.918116,0.713908,178.601848,602.482579,0.918580
844,33.760000,345.617485,383.128123,0.407434,585.589301,420.904249,0.018470,637.846205,28.932091,0.734894,469.704435,303.099479,0.180860,233.968699,57.951133,0.788424,690.501514,301.472728,0.831930,488.925454,422.545993,0.654737,85.894041,520.595233,0.203356,232.752681,451.476074,0.106623,625.230492,6.049424,0.191820,115.179473,269.178978,0.683189,230.387010,378.347728,0.261897,102.558594,161.259972,0.564159,689.858473,636.390625,0.980842,556.614412,43.205276,0.216009,352.178575,417.046730,0.421718,352.027664,212.596510,0.323520,391.615057,631.323523,0.457029,462.983603,289.307842,0.818607,547.262946,616.263109,0.043065,539.346355,606.066567,0.883555,516.374424,377.972996,0.311235,372.212658,257.111122,0.146037,374.567405,436.930224,0.929589,473.709498,214.496224,0.326019,179.771168,333.127149,0.386636,159.870472,473.895670,0.002319,169.501349,342.440836,0.656754,535.601177,656.857495,0.729377,570.736767,122.373849,0.719937,396.646711,190.344483,0.447482,592.321588,81.737163,0.082943,583.110432,478.207111,0.396821,637.001788,535.137493,0.499504,370.256734,685.466311,0.123341,379.397430,198.205360,0.136295,424.296703,187.152489,0.280878,345.201246,225.738174,0.383815,117.847131,449.392741,0.860858,436.973607,391.233729,0.015996,425.336452,535.886123,0.637813,158.219750,482.601787,0.643861,456.559001,673.561362,0.284844,250.455006,336.640992,0.885804,406.736397,674.887254,0.996962,694.004209,42.828082,0.640422,584.591323,207.509705,0.822425,305.479285,49.113295,0.577128,581.934414,117.591742,0.401587,98.609360,528.742181,0.548246,360.664161,170.658740,0.697141,466.040769,381.526076,0.228031,525.418616,306.263781,0.768610,99.207319,117.032125,0.652087,219.512572,77.757959,0.002516,444.973358,635.027128,0.606446
845,33.800000,398.489609,267.435201,0.977314,445.163912,71.448417,0.144838,393.721017,86.900085,0.716312,273.174431,396.429552,0.494759,311.369526,130.301555,0.438433,512.444350,152.912592,0.754000,445.426520,241.876187,0.914595,44.588251,90.067266,0.850441,603.891770,187.098285,0.959003,170.220734,1.733722,0.281662,369.406548,136.433966,0.064417,18.140639,628.651410,0.252155,232.264949,203.226800,0.943996,596.236754,625.759892,0.987014,370.423602,293.185182,0.554036,224.393500,191.374775,0.869303,216.647767,138.248728,0.114418,173.875558,28.993534,0.227499,135.813705,183.260894,0.036382,609.210477,608.199482,0.956363,121.974094,308.093761,0.215424,137.012681,477.095657,0.466339,177.312082,207.470369,0.108598,119.276854,173.233773,0.157215,669.535317,546.819413,0.935879,263.323471,203.713579,0.123733,29.043694,520.361730,0.447295,511.525172,558.188175,0.446952,331.395025,150.122893,0.485471,163.265084,505.166519,0.459233,153.621007,422.375735,0.847241,38.151433,450.635716,0.960937,411.075433,69.367088,0.817934,360.022751,381.901328,0.994283,596.070993,464.169675,0.234110,638.828045,248.132640,0.404199,259.104396,168.084943,0.234749,363.418631,517.474563,0.354769,582.945549,95.890806,0.385753,491.003966,272.075429,0.989457,15.244799,647.377954,0.347790,618.022377,200.388672,0.985800,391.355138,252.389820,0.360952,640.734110,300.360403,0.387289,599.635126,634.698665,0.863806,361.157617,47.533387,0.431748,695.142905,289.217021,0.383814,1.150543,675.570919,0.767352,23.344314,132.063161,0.664093,668.124820,142.804598,0.149036,119.776023,201.772551,0.955718,186.536324,673.838412,0.222181,16.413311,698.222904,0.173211,718.636763,137.640774,0.702516,510.697763,467.464185,0.280841,650.927055,568.344160,0.921074
846,33.840000,651.589947,347.250171,0.077039,162.879804,22.054992,0.411669,379.739467,143.566769,0.147369,358.853625,27.930597,0.843007,75.516143,652.019769,0.938914,550.216015,255.002983,0.222537,18.327473,664.560964,0.387059,604.098501,432.521010,0.232459,16.619954,522.506760,0.924938,358.462039,133.386594,0.748951,523.201301,695.407022,0.295676,383.403370,550.372849,0.728562,421.666507,562.380043,0.126432,516.681777,488.759116,0.449751,460.778056,342.996691,0.008019,113.521264,407.899178,0.574928,258.329284,332.358560,0.316337,275.286906,231.911364,0.064342,110.842118,238.697744,0.213697,539.819348,424.651437,0.270951,204.167210,74.920512,0.567988,462.174613,539.182502,0.378696,593.039752,619.566114,0.150353,574.603282,403.536438,0.351232,220.910231,157.460842,0.875385,52.721387,112.854525,0.587200,349.314348,235.153119,0.967285,255.308374,173.854726,0.916511,108.174116,35.348627,0.904012,276.308286,388.679629,0.046345,134.823262,229.188190,0.457077,594.851081,244.850537,0.687084,714.851301,541.477101,0.090780,257.845839,683.320323,0.335273,142.809453,493.227024,0.129245,457.397175,280.350482,0.099200,479.257991,566.023762,0.902377,310.825621,215.361524,0.325982,604.657802,540.904977,0.296027,543.979621,614.310826,0.746737,34.059314,47.303341,0.469333,602.346795,522.779928,0.236368,615.439713,523.632289,0.205526,564.066635,520.430832,0.769248,266.676634,596.769371,0.290613,53.883605,498.143568,0.811926,201.111084,382.674595,0.778662,158.736991,604.231968,0.484771,257.002435,47.504802,0.381573,135.706729,502.099699,0.779746,425.043159,204.890516,0.026290,250.270627,484.026824,0.654600,15.518141,410.393814,0.619407,241.676710,574.246300,0.945320,673.598035,556.884465,0.049018,489.751458,159.517215,0.450255
847,33.880000,268.344823,304.307918,0.243460,493.185377,294.199705,0.027799,191.422762,83.921538,0.434774,360.588736,707.115191,0.855199,30.620118,470.623831,0.280259,419.619506,695.493052,0.232281,454.382039,20.656988,0.781746,516.834061,585.864449,0.341023,28.405934,716.707259,0.018762,520.991292,249.867156,0.835994,515.443620,246.428320,0.649765,516.689588,709.254214,0.433152,369.473868,210.138250,0.902044,478.759596,185.583554,0.215788,376.866412,106.121338,0.062576,106.491837,515.843895,0.327784,239.749809,482.899508,0.549286,271.590954,207.761961,0.802561,85.199658,573.557217,0.473650,421.405611,535.170829,0.567233,152.191443,197.184748,0.597827,600.669807,322.513566,0.937149,263.622235,520.128680,0.505498,205.531382,146.625196,0.260032,280.680954,675.524721,0.368609,190.420790,429.768998,0.601074,714.232822,118.349858,0.985437,524.821201,98.269392,0.617584,280.918594,187.647224,0.884802,351.821002,654.610541,0.933317,489.191492,378.112152,0.554392,712.247611,75.093229,0.619540,572.256541,11.961311,0.445231,97.117245,531.933335,0.102186,154.878109,537.025276,0.809678,455.081141,206.603412,0.566484,632.965356,504.532443,0.111793,671.487420,567.342674,0.598035,38.534985,540.852453,0.256391,545.623825,428.822897,0.763535,373.649058,422.836919,0.493674,145.684878,174.824732,0.136893,517.324781,696.598089,0.142696,681.311148,313.812917,0.297031,241.744208,112.453888,0.917794,133.449606,290.276229,0.317735,188.719668,660.798153,0.545949,542.330675,51.718808,0.257134,615.352464,436.618105,0.564418,41.080058,66.297615,0.333547,16.380104,717.642943,0.754542,671.662026,34.493911,0.092913,636.994342,102.515557,0.865098,267.885443,585.352643,0.551566,321.484715,514.158142,0.838330,3.596723,339.448527,0.042867
848,33.920000,430.017893,255.468897,0.073508,273.841233,54.661393,0.296639,135.746309,71.764151,0.151028,533.725288,214.231755,0.268312,597.935591,584.515497,0.141590,217.294300,542.794973,0.284092,128.743039,569.794927,0.280088,72.923562,399.777086,0.048403,328.810095,530.558544,0.773356,15.176285,182.042991,0.232002,185.977406,210.961566,0.299913,162.056607,655.818279,0.301519,160.819085,580.950827,0.916880,255.256021,390.218831,0.421655,293.057554,666.118107,0.724541,39.284013,237.987140,0.648454,8.029557,682.928880,0.232424,533.317159,351.328650,0.463694,8.676743,519.697737,0.965107,288.331104,84.509184,0.369374,312.805494,190.275526,0.642555,350.040590,354.910483,0.967745,595.922409,45.214971,0.685666,405.879740,178.373264,0.784346,387.353357,286.192927,0.177550,302.033082,70.752043,0.964249,633.650382,181.967501,0.487639,494.299813,153.183406,0.305559,163.180044,157.861761,0.670525,575.032777,203.908421,0.639250,445.228253,564.397631,0.629057,552.614021,486.607449,0.534672,17.138704,20.637230,0.576927,176.319004,96.328105,0.472211,656.902082,584.029877,0.131497,171.402228,87.659073,0.050193,169.871897,684.964244,0.838465,543.493161,420.756415,0.775700,99.461326,145.883567,0.495295,709.403953,455.601821,0.735851,348.918199,463.850929,0.367677,677.182116,361.409113,0.747887,70.335027,661.294650,0.611473,426.180718,71.909612,0.129354,393.824574,537.276291,0.698250,614.872339,321.743262,0.775504,359.515282,180.162936,0.466346,358.183283,194.509472,0.070415,421.124189,71.409219,0.580403,623.346847,614.535841,0.454425,23.829947,531.650129,0.302081,546.740342,267.791945,0.844525,81.790227,234.226353,0.507486,562.033411,456.356041,0.872705,4.837180,568.205358,0.517263,263.664199,703.756665,0.021155
849,33.960000,468.183521,547.481003,0.731780,419.549493,684.446079,0.106127,177.792770,397.558400,0.379672,592.820245,393.998389,0.923791,645.993921,712.914424,0.518470,512.279821,522.136507,0.033969,364.342236,691.571454,0.049261,115.429652,604.358280,0.749437,87.897591,10.520523,0.121047,622.314731,624.125450,0.489465,223.711624,119.389573,0.373395,313.779531,433.311598,0.453256,666.681749,364.367945,0.265474,389.467231,171.919851,0.002054,669.803707,44.249037,0.912485,111.159787,480.032579,0.987966,608.726684,673.821947,0.608858,651.895125,695.936349,0.541433,660.345950,455.401438,0.351758,625.977595,570.696314,0.644344,493.615263,502.206991,0.001464,251.851235,110.542556,0.770087,18.286165,185.126955,0.127960,440.760693,373.132947,0.519802,186.653736,506.583758,0.356581,2.443504,378.958158,0.395446,274.583893,341.826096,0.371040,215.493074,363.920255,0.094521,295.211508,241.730625,0.662080,475.407744,719.512380,0.769374,630.819434,49.614153,0.350093,593.203636,644.424899,0.118265,95.374430,46.943987,0.838986,681.990405,438.088049,0.730115,38.856917,76.363432,0.244541,600.553613,567.129944,0.126273,710.475656,190.984555,0.733594,439.684491,482.233995,0.136375,210.141989,391.397934,0.394824,642.559325,696.570109,0.397851,60.060037,413.691363,0.803298,151.314032,688.158071,0.447803,704.015796,578.877431,0.407528,633.159032,218.706068,0.921217,547.223840,454.135059,0.553457,290.384996,696.874242,0.490210,177.087995,446.562486,0.436725,503.309970,679.756708,0.306220,17.616914,685.648786,0.281917,646.213387,291.989252,0.182612,90.733814,14.827343,0.032766,659.179842,104.483189,0.952583,157.985715,654.849336,0.547988,290.885935,640.217492,0.476734,478.741701,166.126264,0.470822,607.331711,561.135660,0.770776
850,34.000000,313.611092,89.898887,0.597549,636.588090,689.382833,0.909597,209.347309,430.841560,0.203606,61.799675,171.705966,0.002306,535.667377,23.974458,0.784352,530.219123,177.337783,0.803338,126.734782,131.387867,0.018157,600.969557,7.655257,0.658831,217.163480,600.079427,0.355271,693.629334,173.643430,0.799039,430.550223,346.031382,0.163889,80.640444,206.536470,0.177500,613.274330,644.777727,0.826342,208.292602,264.547727,0.685578,466.759457,58.285028,0.048761,412.435317,58.638003,0.159374,554.468171,8.200694,0.000283,208.564436,353.482152,0.486219,139.949960,566.381253,0.477227,96.191142,151.956773,0.484373,671.127857,620.158867,0.482933,467.184600,579.880699,0.335660,186.144628,228.418659,0.341388,475.885608,623.735418,0.053512,224.981569,292.747778,0.673246,675.353496,609.300731,0.527920,553.318402,185.135646,0.914073,442.647158,638.199406,0.160717,460.027383,370.239160,0.685784,577.950716,582.621382,0.617893,185.783161,651.178082,0.758772,324.621108,204.636058,0.154558,296.247102,301.239315,0.911803,535.283646,119.406238,0.985471,187.051394,368.576703,0.939635,217.233141,38.274342,0.932131,226.112787,405.169079,0.074386,550.183299,311.604510,0.996065,236.757832,503.717573,0.426765,328.467069,140.023247,0.205415,417.200872,216.470801,0.430934,100.854471,475.175776,0.183026,616.458871,706.717726,0.470078,168.105072,105.681808,0.055681,210.490848,525.690526,0.200676,259.328421,299.158198,0.894321,460.743548,93.181817,0.124637,172.450902,677.622240,0.417956,310.748510,391.859983,0.244918,78.693921,385.346698,0.979038,679.348670,138.722584,0.832885,568.221213,482.628021,0.928975,350.515908,609.653377,0.698448,404.023789,144.553603,0.872959,28.826357,476.337897,0.289780,412.464387,477.236762,0.233270
